"biz_dat.business_id" "biz_dat.stars" "biz_dat.date" "Year" "Month" "Day"
"301" "MKd_EUD0PG__cOfIbeqYAg" 4 "2015-10-15" 2015 10 15
"302" "MKd_EUD0PG__cOfIbeqYAg" 5 "2015-10-10" 2015 10 10
"303" "MKd_EUD0PG__cOfIbeqYAg" 5 "2016-11-12" 2016 11 12
"304" "MKd_EUD0PG__cOfIbeqYAg" 5 "2017-03-25" 2017 3 25
"305" "MKd_EUD0PG__cOfIbeqYAg" 4 "2013-02-03" 2013 2 3
"306" "MKd_EUD0PG__cOfIbeqYAg" 5 "2007-07-18" 2007 7 18
"307" "MKd_EUD0PG__cOfIbeqYAg" 5 "2013-09-01" 2013 9 1
"308" "MKd_EUD0PG__cOfIbeqYAg" 4 "2015-11-08" 2015 11 8
"309" "MKd_EUD0PG__cOfIbeqYAg" 5 "2007-06-28" 2007 6 28
"310" "MKd_EUD0PG__cOfIbeqYAg" 5 "2006-07-16" 2006 7 16
"311" "MKd_EUD0PG__cOfIbeqYAg" 4 "2008-09-10" 2008 9 10
"312" "MKd_EUD0PG__cOfIbeqYAg" 5 "2009-10-24" 2009 10 24
"313" "MKd_EUD0PG__cOfIbeqYAg" 5 "2014-10-16" 2014 10 16
"314" "MKd_EUD0PG__cOfIbeqYAg" 4 "2017-04-02" 2017 4 2
"315" "MKd_EUD0PG__cOfIbeqYAg" 5 "2016-08-06" 2016 8 6
"316" "MKd_EUD0PG__cOfIbeqYAg" 5 "2008-09-11" 2008 9 11
"317" "MKd_EUD0PG__cOfIbeqYAg" 5 "2012-12-18" 2012 12 18
"318" "MKd_EUD0PG__cOfIbeqYAg" 1 "2013-05-13" 2013 5 13
"319" "MKd_EUD0PG__cOfIbeqYAg" 5 "2011-09-21" 2011 9 21
"320" "MKd_EUD0PG__cOfIbeqYAg" 2 "2016-06-19" 2016 6 19
"321" "MKd_EUD0PG__cOfIbeqYAg" 5 "2008-02-05" 2008 2 5
"322" "MKd_EUD0PG__cOfIbeqYAg" 4 "2015-12-05" 2015 12 5
"323" "MKd_EUD0PG__cOfIbeqYAg" 5 "2016-11-01" 2016 11 1
"324" "MKd_EUD0PG__cOfIbeqYAg" 5 "2008-09-26" 2008 9 26
"325" "MKd_EUD0PG__cOfIbeqYAg" 5 "2012-06-11" 2012 6 11
"326" "MKd_EUD0PG__cOfIbeqYAg" 5 "2011-02-24" 2011 2 24
"327" "MKd_EUD0PG__cOfIbeqYAg" 5 "2016-05-29" 2016 5 29
"328" "MKd_EUD0PG__cOfIbeqYAg" 5 "2009-08-11" 2009 8 11
"329" "MKd_EUD0PG__cOfIbeqYAg" 5 "2017-01-18" 2017 1 18
"330" "MKd_EUD0PG__cOfIbeqYAg" 5 "2016-03-11" 2016 3 11
"331" "MKd_EUD0PG__cOfIbeqYAg" 4 "2010-08-08" 2010 8 8
"332" "MKd_EUD0PG__cOfIbeqYAg" 5 "2017-05-22" 2017 5 22
"333" "MKd_EUD0PG__cOfIbeqYAg" 5 "2012-12-09" 2012 12 9
"334" "MKd_EUD0PG__cOfIbeqYAg" 5 "2006-09-24" 2006 9 24
"335" "MKd_EUD0PG__cOfIbeqYAg" 4 "2017-06-24" 2017 6 24
"336" "MKd_EUD0PG__cOfIbeqYAg" 4 "2008-09-10" 2008 9 10
"337" "MKd_EUD0PG__cOfIbeqYAg" 3 "2008-03-15" 2008 3 15
"338" "MKd_EUD0PG__cOfIbeqYAg" 4 "2009-11-07" 2009 11 7
"339" "MKd_EUD0PG__cOfIbeqYAg" 4 "2012-11-30" 2012 11 30
"340" "MKd_EUD0PG__cOfIbeqYAg" 5 "2010-12-29" 2010 12 29
"341" "MKd_EUD0PG__cOfIbeqYAg" 5 "2015-11-14" 2015 11 14
"342" "MKd_EUD0PG__cOfIbeqYAg" 4 "2017-07-12" 2017 7 12
"343" "MKd_EUD0PG__cOfIbeqYAg" 4 "2012-04-02" 2012 4 2
"344" "MKd_EUD0PG__cOfIbeqYAg" 4 "2015-01-25" 2015 1 25
"345" "MKd_EUD0PG__cOfIbeqYAg" 5 "2012-06-23" 2012 6 23
"346" "MKd_EUD0PG__cOfIbeqYAg" 5 "2017-03-01" 2017 3 1
"347" "MKd_EUD0PG__cOfIbeqYAg" 5 "2014-09-29" 2014 9 29
"348" "MKd_EUD0PG__cOfIbeqYAg" 5 "2010-09-02" 2010 9 2
"349" "MKd_EUD0PG__cOfIbeqYAg" 5 "2014-07-07" 2014 7 7
"350" "MKd_EUD0PG__cOfIbeqYAg" 5 "2011-11-19" 2011 11 19
"351" "MKd_EUD0PG__cOfIbeqYAg" 3 "2009-08-09" 2009 8 9
"352" "MKd_EUD0PG__cOfIbeqYAg" 5 "2015-08-28" 2015 8 28
"353" "MKd_EUD0PG__cOfIbeqYAg" 4 "2013-06-05" 2013 6 5
"354" "MKd_EUD0PG__cOfIbeqYAg" 4 "2016-08-14" 2016 8 14
"355" "MKd_EUD0PG__cOfIbeqYAg" 5 "2016-04-18" 2016 4 18
"356" "MKd_EUD0PG__cOfIbeqYAg" 2 "2017-06-20" 2017 6 20
"357" "7q7RWPwljKtmX-fbSinuHw" 4 "2013-03-16" 2013 3 16
"358" "7q7RWPwljKtmX-fbSinuHw" 3 "2016-08-24" 2016 8 24
"359" "7q7RWPwljKtmX-fbSinuHw" 3 "2016-10-29" 2016 10 29
"360" "xOx-N9G7AteZTnZfVFfNHA" 4 "2015-07-29" 2015 7 29
"361" "xOx-N9G7AteZTnZfVFfNHA" 2 "2016-07-08" 2016 7 8
"362" "xOx-N9G7AteZTnZfVFfNHA" 5 "2015-06-07" 2015 6 7
"363" "xOx-N9G7AteZTnZfVFfNHA" 2 "2016-08-14" 2016 8 14
"364" "xOx-N9G7AteZTnZfVFfNHA" 1 "2016-09-05" 2016 9 5
"365" "xOx-N9G7AteZTnZfVFfNHA" 4 "2016-05-05" 2016 5 5
"366" "xOx-N9G7AteZTnZfVFfNHA" 5 "2015-03-06" 2015 3 6
"367" "xOx-N9G7AteZTnZfVFfNHA" 3 "2013-08-29" 2013 8 29
"368" "xOx-N9G7AteZTnZfVFfNHA" 5 "2014-01-18" 2014 1 18
"369" "xOx-N9G7AteZTnZfVFfNHA" 2 "2015-02-03" 2015 2 3
"370" "xOx-N9G7AteZTnZfVFfNHA" 2 "2012-02-27" 2012 2 27
"371" "xOx-N9G7AteZTnZfVFfNHA" 1 "2011-07-16" 2011 7 16
"372" "xOx-N9G7AteZTnZfVFfNHA" 4 "2013-08-09" 2013 8 9
"373" "xOx-N9G7AteZTnZfVFfNHA" 3 "2008-04-13" 2008 4 13
"374" "xOx-N9G7AteZTnZfVFfNHA" 1 "2013-06-20" 2013 6 20
"375" "xOx-N9G7AteZTnZfVFfNHA" 2 "2017-06-11" 2017 6 11
"376" "xOx-N9G7AteZTnZfVFfNHA" 1 "2015-08-01" 2015 8 1
"377" "xOx-N9G7AteZTnZfVFfNHA" 1 "2014-07-18" 2014 7 18
"378" "xOx-N9G7AteZTnZfVFfNHA" 1 "2012-08-08" 2012 8 8
"379" "xOx-N9G7AteZTnZfVFfNHA" 3 "2017-04-09" 2017 4 9
"380" "xOx-N9G7AteZTnZfVFfNHA" 3 "2010-08-08" 2010 8 8
"381" "xOx-N9G7AteZTnZfVFfNHA" 3 "2015-07-06" 2015 7 6
"382" "xOx-N9G7AteZTnZfVFfNHA" 5 "2014-12-16" 2014 12 16
"383" "n5pocJmLE0vI3uskJcZIFg" 5 "2013-02-01" 2013 2 1
"384" "n5pocJmLE0vI3uskJcZIFg" 5 "2011-04-23" 2011 4 23
"385" "n5pocJmLE0vI3uskJcZIFg" 5 "2017-07-06" 2017 7 6
"386" "n5pocJmLE0vI3uskJcZIFg" 5 "2015-11-28" 2015 11 28
"387" "_mqUzNXs_sJ1EJYgYZYszg" 4 "2017-05-15" 2017 5 15
"388" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2016-02-29" 2016 2 29
"389" "_mqUzNXs_sJ1EJYgYZYszg" 4 "2017-03-31" 2017 3 31
"390" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2016-09-14" 2016 9 14
"391" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2013-01-28" 2013 1 28
"392" "_mqUzNXs_sJ1EJYgYZYszg" 3 "2016-03-17" 2016 3 17
"393" "_mqUzNXs_sJ1EJYgYZYszg" 4 "2016-03-21" 2016 3 21
"394" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2017-01-03" 2017 1 3
"395" "_mqUzNXs_sJ1EJYgYZYszg" 3 "2012-02-03" 2012 2 3
"396" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2015-06-19" 2015 6 19
"397" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2016-12-30" 2016 12 30
"398" "_mqUzNXs_sJ1EJYgYZYszg" 4 "2016-01-25" 2016 1 25
"399" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2013-11-27" 2013 11 27
"400" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2015-07-27" 2015 7 27
"401" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2017-02-17" 2017 2 17
"402" "_mqUzNXs_sJ1EJYgYZYszg" 4 "2016-11-05" 2016 11 5
"403" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2014-07-17" 2014 7 17
"404" "_mqUzNXs_sJ1EJYgYZYszg" 1 "2017-04-13" 2017 4 13
"405" "_mqUzNXs_sJ1EJYgYZYszg" 4 "2014-04-30" 2014 4 30
"406" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2014-05-20" 2014 5 20
"407" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2017-02-03" 2017 2 3
"408" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2015-08-26" 2015 8 26
"409" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2017-04-03" 2017 4 3
"410" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2015-04-16" 2015 4 16
"411" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2015-12-08" 2015 12 8
"412" "_mqUzNXs_sJ1EJYgYZYszg" 4 "2014-11-22" 2014 11 22
"413" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2013-04-05" 2013 4 5
"414" "_mqUzNXs_sJ1EJYgYZYszg" 4 "2016-02-19" 2016 2 19
"415" "_mqUzNXs_sJ1EJYgYZYszg" 4 "2016-07-07" 2016 7 7
"416" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2013-09-25" 2013 9 25
"417" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2015-12-20" 2015 12 20
"418" "_mqUzNXs_sJ1EJYgYZYszg" 1 "2014-03-01" 2014 3 1
"419" "_mqUzNXs_sJ1EJYgYZYszg" 4 "2016-08-04" 2016 8 4
"420" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2014-11-20" 2014 11 20
"421" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2016-10-27" 2016 10 27
"422" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2016-03-26" 2016 3 26
"423" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2016-03-10" 2016 3 10
"424" "_mqUzNXs_sJ1EJYgYZYszg" 4 "2016-06-08" 2016 6 8
"425" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2015-05-21" 2015 5 21
"426" "_mqUzNXs_sJ1EJYgYZYszg" 3 "2015-07-31" 2015 7 31
"427" "_mqUzNXs_sJ1EJYgYZYszg" 4 "2017-05-14" 2017 5 14
"428" "_mqUzNXs_sJ1EJYgYZYszg" 2 "2017-01-10" 2017 1 10
"429" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2015-11-12" 2015 11 12
"430" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2013-11-04" 2013 11 4
"431" "_mqUzNXs_sJ1EJYgYZYszg" 4 "2015-07-18" 2015 7 18
"432" "_mqUzNXs_sJ1EJYgYZYszg" 2 "2013-06-20" 2013 6 20
"433" "_mqUzNXs_sJ1EJYgYZYszg" 3 "2012-10-21" 2012 10 21
"434" "_mqUzNXs_sJ1EJYgYZYszg" 3 "2017-06-26" 2017 6 26
"435" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2014-10-21" 2014 10 21
"436" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2017-03-14" 2017 3 14
"437" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2015-09-30" 2015 9 30
"438" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2015-01-28" 2015 1 28
"439" "_mqUzNXs_sJ1EJYgYZYszg" 4 "2014-08-15" 2014 8 15
"440" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2016-02-15" 2016 2 15
"441" "_mqUzNXs_sJ1EJYgYZYszg" 3 "2016-10-19" 2016 10 19
"442" "_mqUzNXs_sJ1EJYgYZYszg" 4 "2016-10-04" 2016 10 4
"443" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2014-01-31" 2014 1 31
"444" "_mqUzNXs_sJ1EJYgYZYszg" 5 "2016-02-05" 2016 2 5
"445" "_mqUzNXs_sJ1EJYgYZYszg" 4 "2014-03-25" 2014 3 25
"446" "q1Mzg7Zv17dZEA5vRCm6Zg" 5 "2016-10-15" 2016 10 15
"447" "q1Mzg7Zv17dZEA5vRCm6Zg" 5 "2016-12-19" 2016 12 19
"448" "q1Mzg7Zv17dZEA5vRCm6Zg" 5 "2016-09-23" 2016 9 23
"449" "q1Mzg7Zv17dZEA5vRCm6Zg" 5 "2016-09-23" 2016 9 23
"450" "wtazPNyIbsRMHmrpEYbqZA" 4 "2016-09-13" 2016 9 13
"451" "wtazPNyIbsRMHmrpEYbqZA" 4 "2017-06-22" 2017 6 22
"452" "wtazPNyIbsRMHmrpEYbqZA" 4 "2011-06-25" 2011 6 25
"453" "wtazPNyIbsRMHmrpEYbqZA" 2 "2017-03-24" 2017 3 24
"454" "wtazPNyIbsRMHmrpEYbqZA" 3 "2015-01-03" 2015 1 3
"455" "wtazPNyIbsRMHmrpEYbqZA" 4 "2012-07-08" 2012 7 8
"456" "wtazPNyIbsRMHmrpEYbqZA" 4 "2011-03-15" 2011 3 15
"457" "wtazPNyIbsRMHmrpEYbqZA" 4 "2015-11-10" 2015 11 10
"458" "wtazPNyIbsRMHmrpEYbqZA" 2 "2010-08-15" 2010 8 15
"459" "wtazPNyIbsRMHmrpEYbqZA" 5 "2017-01-21" 2017 1 21
"460" "wtazPNyIbsRMHmrpEYbqZA" 5 "2017-07-13" 2017 7 13
"461" "wtazPNyIbsRMHmrpEYbqZA" 1 "2015-12-07" 2015 12 7
"462" "wtazPNyIbsRMHmrpEYbqZA" 4 "2016-06-01" 2016 6 1
"463" "wtazPNyIbsRMHmrpEYbqZA" 2 "2015-09-18" 2015 9 18
"464" "wtazPNyIbsRMHmrpEYbqZA" 2 "2014-09-11" 2014 9 11
"465" "wtazPNyIbsRMHmrpEYbqZA" 1 "2012-09-23" 2012 9 23
"466" "wtazPNyIbsRMHmrpEYbqZA" 1 "2017-05-20" 2017 5 20
"467" "wtazPNyIbsRMHmrpEYbqZA" 4 "2017-04-19" 2017 4 19
"468" "wtazPNyIbsRMHmrpEYbqZA" 3 "2014-10-10" 2014 10 10
"469" "wtazPNyIbsRMHmrpEYbqZA" 4 "2015-08-20" 2015 8 20
"470" "wtazPNyIbsRMHmrpEYbqZA" 2 "2016-07-26" 2016 7 26
"471" "wtazPNyIbsRMHmrpEYbqZA" 3 "2015-12-22" 2015 12 22
"472" "wtazPNyIbsRMHmrpEYbqZA" 3 "2015-07-22" 2015 7 22
"473" "wtazPNyIbsRMHmrpEYbqZA" 3 "2013-05-02" 2013 5 2
"474" "wtazPNyIbsRMHmrpEYbqZA" 2 "2015-05-15" 2015 5 15
"475" "wtazPNyIbsRMHmrpEYbqZA" 3 "2015-01-31" 2015 1 31
"476" "wtazPNyIbsRMHmrpEYbqZA" 5 "2016-11-07" 2016 11 7
"477" "wtazPNyIbsRMHmrpEYbqZA" 4 "2013-05-23" 2013 5 23
"478" "wtazPNyIbsRMHmrpEYbqZA" 2 "2017-06-09" 2017 6 9
"479" "wtazPNyIbsRMHmrpEYbqZA" 4 "2008-12-31" 2008 12 31
"480" "wtazPNyIbsRMHmrpEYbqZA" 2 "2016-03-12" 2016 3 12
"481" "wtazPNyIbsRMHmrpEYbqZA" 4 "2016-06-17" 2016 6 17
"482" "wtazPNyIbsRMHmrpEYbqZA" 5 "2017-03-18" 2017 3 18
"483" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2017-04-01" 2017 4 1
"484" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2016-11-05" 2016 11 5
"485" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2017-06-01" 2017 6 1
"486" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2017-07-16" 2017 7 16
"487" "OQcvO5P3gH0cuJ-bPXwfQQ" 4 "2017-06-20" 2017 6 20
"488" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2016-06-12" 2016 6 12
"489" "OQcvO5P3gH0cuJ-bPXwfQQ" 4 "2015-08-01" 2015 8 1
"490" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2017-03-11" 2017 3 11
"491" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2015-07-22" 2015 7 22
"492" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2017-05-24" 2017 5 24
"493" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2014-09-05" 2014 9 5
"494" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2017-05-20" 2017 5 20
"495" "OQcvO5P3gH0cuJ-bPXwfQQ" 4 "2017-05-12" 2017 5 12
"496" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2016-12-11" 2016 12 11
"497" "OQcvO5P3gH0cuJ-bPXwfQQ" 2 "2017-07-15" 2017 7 15
"498" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2017-03-26" 2017 3 26
"499" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2017-06-12" 2017 6 12
"500" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2015-02-09" 2015 2 9
"501" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2016-11-03" 2016 11 3
"502" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2015-02-10" 2015 2 10
"503" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2015-10-20" 2015 10 20
"504" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2017-06-24" 2017 6 24
"505" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2016-07-05" 2016 7 5
"506" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2014-11-20" 2014 11 20
"507" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2017-06-16" 2017 6 16
"508" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2017-05-05" 2017 5 5
"509" "OQcvO5P3gH0cuJ-bPXwfQQ" 2 "2017-05-05" 2017 5 5
"510" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2017-07-16" 2017 7 16
"511" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2017-01-03" 2017 1 3
"512" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2015-05-12" 2015 5 12
"513" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2016-07-22" 2016 7 22
"514" "OQcvO5P3gH0cuJ-bPXwfQQ" 4 "2016-12-01" 2016 12 1
"515" "OQcvO5P3gH0cuJ-bPXwfQQ" 4 "2016-10-14" 2016 10 14
"516" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2017-02-19" 2017 2 19
"517" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2016-06-16" 2016 6 16
"518" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2016-05-19" 2016 5 19
"519" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2015-07-29" 2015 7 29
"520" "OQcvO5P3gH0cuJ-bPXwfQQ" 4 "2017-05-14" 2017 5 14
"521" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2017-02-19" 2017 2 19
"522" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2014-10-30" 2014 10 30
"523" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2013-09-26" 2013 9 26
"524" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2015-11-13" 2015 11 13
"525" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2016-06-28" 2016 6 28
"526" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2017-02-15" 2017 2 15
"527" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2014-04-28" 2014 4 28
"528" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2015-11-03" 2015 11 3
"529" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2017-07-21" 2017 7 21
"530" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2017-07-08" 2017 7 8
"531" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2016-07-29" 2016 7 29
"532" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2016-12-29" 2016 12 29
"533" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2017-03-26" 2017 3 26
"534" "OQcvO5P3gH0cuJ-bPXwfQQ" 5 "2015-12-05" 2015 12 5
"535" "rPiS3Vt3usEE8tkDQNrObg" 3 "2014-08-20" 2014 8 20
"536" "rPiS3Vt3usEE8tkDQNrObg" 3 "2015-01-13" 2015 1 13
"537" "rPiS3Vt3usEE8tkDQNrObg" 3 "2011-06-23" 2011 6 23
"538" "nFLjodhGSJ8B-KB_SCjlmw" 4 "2016-04-24" 2016 4 24
"539" "nFLjodhGSJ8B-KB_SCjlmw" 5 "2016-05-17" 2016 5 17
"540" "nFLjodhGSJ8B-KB_SCjlmw" 5 "2015-07-19" 2015 7 19
"541" "TFDT0ueZ3b3uyyMzhJFHTA" 5 "2015-11-17" 2015 11 17
"542" "TFDT0ueZ3b3uyyMzhJFHTA" 3 "2016-11-05" 2016 11 5
"543" "TFDT0ueZ3b3uyyMzhJFHTA" 3 "2016-10-09" 2016 10 9
"544" "TFDT0ueZ3b3uyyMzhJFHTA" 3 "2014-10-19" 2014 10 19
"545" "TFDT0ueZ3b3uyyMzhJFHTA" 1 "2016-03-26" 2016 3 26
"546" "TFDT0ueZ3b3uyyMzhJFHTA" 4 "2015-04-28" 2015 4 28
"547" "TFDT0ueZ3b3uyyMzhJFHTA" 1 "2017-02-21" 2017 2 21
"548" "TFDT0ueZ3b3uyyMzhJFHTA" 4 "2014-06-07" 2014 6 7
"549" "TFDT0ueZ3b3uyyMzhJFHTA" 3 "2014-07-15" 2014 7 15
"550" "TFDT0ueZ3b3uyyMzhJFHTA" 4 "2012-10-02" 2012 10 2
"551" "TFDT0ueZ3b3uyyMzhJFHTA" 1 "2014-03-22" 2014 3 22
"552" "TFDT0ueZ3b3uyyMzhJFHTA" 1 "2014-04-12" 2014 4 12
"553" "TFDT0ueZ3b3uyyMzhJFHTA" 5 "2014-09-01" 2014 9 1
"554" "TFDT0ueZ3b3uyyMzhJFHTA" 1 "2012-02-09" 2012 2 9
"555" "TFDT0ueZ3b3uyyMzhJFHTA" 1 "2017-05-05" 2017 5 5
"556" "TFDT0ueZ3b3uyyMzhJFHTA" 2 "2017-05-15" 2017 5 15
"557" "TFDT0ueZ3b3uyyMzhJFHTA" 3 "2016-01-26" 2016 1 26
"558" "TFDT0ueZ3b3uyyMzhJFHTA" 1 "2014-01-09" 2014 1 9
"559" "TFDT0ueZ3b3uyyMzhJFHTA" 3 "2014-04-21" 2014 4 21
"560" "TFDT0ueZ3b3uyyMzhJFHTA" 3 "2016-10-15" 2016 10 15
"561" "TFDT0ueZ3b3uyyMzhJFHTA" 5 "2015-09-21" 2015 9 21
"562" "TFDT0ueZ3b3uyyMzhJFHTA" 2 "2012-03-19" 2012 3 19
"563" "TFDT0ueZ3b3uyyMzhJFHTA" 5 "2016-05-14" 2016 5 14
"564" "TFDT0ueZ3b3uyyMzhJFHTA" 3 "2014-10-21" 2014 10 21
"565" "TFDT0ueZ3b3uyyMzhJFHTA" 3 "2014-02-01" 2014 2 1
"566" "TFDT0ueZ3b3uyyMzhJFHTA" 4 "2017-06-15" 2017 6 15
"567" "TFDT0ueZ3b3uyyMzhJFHTA" 2 "2016-06-25" 2016 6 25
"568" "TFDT0ueZ3b3uyyMzhJFHTA" 3 "2015-08-13" 2015 8 13
"569" "TFDT0ueZ3b3uyyMzhJFHTA" 2 "2013-04-23" 2013 4 23
"570" "TFDT0ueZ3b3uyyMzhJFHTA" 5 "2009-09-16" 2009 9 16
"571" "TFDT0ueZ3b3uyyMzhJFHTA" 4 "2012-12-17" 2012 12 17
"572" "TFDT0ueZ3b3uyyMzhJFHTA" 4 "2009-08-12" 2009 8 12
"573" "TFDT0ueZ3b3uyyMzhJFHTA" 4 "2017-06-04" 2017 6 4
"574" "TFDT0ueZ3b3uyyMzhJFHTA" 3 "2017-02-22" 2017 2 22
"575" "TFDT0ueZ3b3uyyMzhJFHTA" 5 "2016-02-09" 2016 2 9
"576" "TFDT0ueZ3b3uyyMzhJFHTA" 4 "2013-10-18" 2013 10 18
"577" "TFDT0ueZ3b3uyyMzhJFHTA" 1 "2014-05-26" 2014 5 26
"578" "TFDT0ueZ3b3uyyMzhJFHTA" 1 "2017-05-23" 2017 5 23
"579" "TFDT0ueZ3b3uyyMzhJFHTA" 1 "2016-01-08" 2016 1 8
"580" "TFDT0ueZ3b3uyyMzhJFHTA" 4 "2014-10-16" 2014 10 16
"581" "TFDT0ueZ3b3uyyMzhJFHTA" 1 "2012-06-26" 2012 6 26
"582" "TFDT0ueZ3b3uyyMzhJFHTA" 2 "2014-05-18" 2014 5 18
"583" "TFDT0ueZ3b3uyyMzhJFHTA" 4 "2015-07-13" 2015 7 13
"584" "TFDT0ueZ3b3uyyMzhJFHTA" 2 "2016-11-22" 2016 11 22
"585" "TFDT0ueZ3b3uyyMzhJFHTA" 5 "2016-11-12" 2016 11 12
"586" "TFDT0ueZ3b3uyyMzhJFHTA" 4 "2016-09-17" 2016 9 17
"587" "TFDT0ueZ3b3uyyMzhJFHTA" 5 "2014-06-18" 2014 6 18
"588" "TFDT0ueZ3b3uyyMzhJFHTA" 5 "2016-12-13" 2016 12 13
"589" "TFDT0ueZ3b3uyyMzhJFHTA" 1 "2014-04-12" 2014 4 12
"590" "TFDT0ueZ3b3uyyMzhJFHTA" 4 "2013-07-28" 2013 7 28
"591" "TFDT0ueZ3b3uyyMzhJFHTA" 4 "2015-08-02" 2015 8 2
"592" "TFDT0ueZ3b3uyyMzhJFHTA" 1 "2010-07-13" 2010 7 13
"593" "TFDT0ueZ3b3uyyMzhJFHTA" 4 "2017-05-09" 2017 5 9
"594" "TFDT0ueZ3b3uyyMzhJFHTA" 2 "2014-04-21" 2014 4 21
"595" "TFDT0ueZ3b3uyyMzhJFHTA" 2 "2012-09-10" 2012 9 10
"596" "TFDT0ueZ3b3uyyMzhJFHTA" 3 "2014-06-24" 2014 6 24
"597" "TFDT0ueZ3b3uyyMzhJFHTA" 3 "2016-03-26" 2016 3 26
"598" "TFDT0ueZ3b3uyyMzhJFHTA" 2 "2015-04-21" 2015 4 21
"599" "TFDT0ueZ3b3uyyMzhJFHTA" 2 "2015-07-25" 2015 7 25
"600" "TFDT0ueZ3b3uyyMzhJFHTA" 5 "2011-04-18" 2011 4 18
"601" "TFDT0ueZ3b3uyyMzhJFHTA" 3 "2016-01-17" 2016 1 17
"602" "TFDT0ueZ3b3uyyMzhJFHTA" 5 "2015-09-14" 2015 9 14
